"","PID","YEAR","PROJECT_LENGTH","PROJECT_PAGE_LOCATION_STATE","CATEGORY","GOAL_IN_USD","PLEDGED_IN_USD","BACKERS_COUNT","SITE_PREDICTION","OUTCOME"
"23913",1271639324,2021,30,"PA","Comics",700,24,2,49,"failed    "
"23914",813005968,2022,30,"CA","Dance",519,519,8,41,"successful"
"23915",734149605,2020,40,"CA","Art",700,0,0,46,"canceled  "
"23916",100705975,2020,29,"CA","Art",700,460,7,74,"failed    "
"23917",1907730647,2020,30,"CA","Comics",700,148,4,43,"failed    "
"23919",1844618075,2022,30,"CA","Art",700,88,4,54,"failed    "
"23920",1420070174,2025,30,"NY","Film & Video",700,1,1,36,"failed    "
"23921",2145854088,2022,7,"PA","Art",700,191,17,40,"failed    "
"23925",473142141,2021,27,"CA","Film & Video",700,0,0,68,"failed    "
"23926",1943750861,2022,30,"NY","Art",700,0,0,50,"failed    "
"23927",2110364570,2024,30,"CA","Art",700,2,2,60,"failed    "
"23928",1014492761,2024,45,"NY","Film & Video",700,116,5,50,"failed    "
"23929",1911840963,2024,16,"NY","Art",700,272,17,61,"failed    "
"23930",49030892,2025,30,"CA","Comics",700,174,16,62,"failed    "
"23931",1290505355,2023,21,"TX","Art",700,712,18,53,"successful"
"23932",1169200211,2022,8,"CT","Film & Video",700,870,18,49,"successful"
"23934",499924086,2021,30,"CA","Art",700,28,4,60,"failed    "
"23935",1419126229,2020,30,"CA","Art",700,269,6,59,"failed    "
"23936",226802424,2020,8,"CA","Film & Video",700,0,0,29,"failed    "
"23937",781932407,2020,24,"CA","Games",700,700,16,50,"successful"
"23938",1344656747,2022,7,"CA","Art",700,77,2,55,"failed    "
"23939",2122865275,2025,25,"NY","Art",700,748,17,86,"successful"
"23940",1736704635,2020,60,"PA","Art",700,0,0,31,"failed    "
"23941",1228658804,2024,30,"CA","Art",700,11,3,15,"failed    "
"23942",471283314,2020,60,"PA","Games",700,30,2,53,"failed    "
"23943",1028717443,2023,35,"CA","Art",700,801,22,47,"successful"
"23944",567271595,2024,38,"TX","Film & Video",700,42,5,60,"failed    "
"23945",1829297010,2023,30,"TX","Comics",700,858,35,50,"successful"
"23946",1900177953,2023,30,"NY","Comics",700,43,25,63,"failed    "
"23947",2081329945,2020,30,"TX","Art",700,0,0,58,"failed    "
"23948",868655152,2024,30,"CA","Comics",700,915,39,56,"successful"
"23951",1709665227,2025,11,"CT","Games",700,891,63,57,"successful"
"23954",1531372717,2025,15,"CA","Art",700,702,29,25,"successful"
"23955",1005990497,2025,30,"CA","Art",700,1,1,48,"canceled  "
"23956",2130597940,2022,35,"PA","Art",700,242,10,51,"canceled  "
"23958",819770703,2020,30,"TX","Art",700,750,21,46,"successful"
"23959",266030639,2024,30,"TX","Art",700,449,10,32,"failed    "
"23960",1115686020,2020,30,"CT","Film & Video",700,795,10,24,"successful"
"23962",404528478,2023,14,"CA","Art",700,728,16,59,"successful"
"23963",576285234,2022,26,"TX","Games",700,100,1,65,"failed    "
"23965",2100053630,2021,16,"TX","Comics",700,869,17,53,"successful"
"23966",320194509,2025,27,"TX","Comics",700,748,13,31,"successful"
"23968",1620161831,2021,30,"NY","Film & Video",700,30,1,35,"canceled  "
"23969",542744458,2020,30,"CA","Art",700,306,8,56,"failed    "
"23970",1064446283,2022,30,"TX","Art",700,335,11,47,"failed    "
"23971",1101988302,2025,31,"CA","Art",700,219,7,42,"canceled  "
"23973",567104623,2020,30,"CA","Film & Video",700,250,5,42,"canceled  "
"23974",1938601381,2021,10,"CA","Art",700,865,11,13,"successful"
"23975",1772527586,2021,30,"NY","Art",700,806,43,71,"successful"
"23976",681005308,2020,37,"NY","Film & Video",700,841,23,71,"successful"
"23978",13925252,2025,51,"PA","Art",700,900,27,69,"successful"
"23979",494060121,2022,34,"PA","Comics",700,791,43,41,"successful"
"23981",722171394,2022,21,"CA","Art",700,744,26,56,"successful"
"23982",1449102376,2024,30,"CA","Art",700,1,1,97,"canceled  "
"23983",1928927619,2020,30,"NY","Art",700,778,21,26,"successful"
"23986",1035169532,2021,17,"PA","Film & Video",700,902,17,29,"successful"
"23987",545379994,2021,60,"CA","Comics",700,708,14,43,"successful"
"23988",1288460760,2022,14,"CA","Art",700,0,0,35,"failed    "
"23990",1671896683,2021,2,"CA","Film & Video",700,1,1,49,"failed    "
"23991",239034300,2023,30,"NY","Art",700,791,34,46,"successful"
"23992",1561103070,2024,30,"NY","Art",700,836,25,61,"successful"
"23993",1138081172,2025,30,"PA","Comics",700,726,15,50,"successful"
"23994",1118647522,2020,30,"CA","Games",700,46,5,32,"failed    "
"23995",816062068,2024,32,"TX","Art",700,752,25,34,"successful"
"23996",200917867,2022,7,"PA","Film & Video",700,210,7,48,"failed    "
"23997",1756920234,2021,25,"CA","Art",700,756,22,38,"successful"
"23999",1618714082,2023,15,"CA","Art",700,177,4,52,"failed    "
"24000",3170400,2020,30,"CA","Art",700,78,3,45,"failed    "
"24001",1472565194,2022,30,"NY","Games",783,0,0,51,"canceled  "
"24002",1106364241,2020,30,"PA","Art",700,786,13,61,"successful"
"24004",1092263361,2024,35,"CA","Art",700,973,48,66,"successful"
"24005",195983128,2021,12,"CA","Art",700,948,8,45,"successful"
"24006",69677131,2020,30,"CA","Art",700,260,10,48,"failed    "
"24007",1594544526,2022,21,"NY","Art",700,868,42,49,"successful"
"24008",1570451650,2023,49,"PA","Art",700,151,5,62,"canceled  "
"24010",2042702643,2022,30,"CA","Art",700,5,1,68,"failed    "
"24012",255145301,2020,20,"PA","Film & Video",700,917,9,69,"successful"
"24013",1167097356,2021,40,"CA","Art",700,150,1,37,"failed    "
"24014",342799234,2022,21,"TX","Art",700,826,24,62,"canceled  "
"24015",1154133014,2021,20,"CA","Art",700,0,0,60,"failed    "
"24016",868472417,2021,37,"TX","Film & Video",700,225,7,45,"failed    "
"24018",1633224254,2022,30,"CA","Art",700,785,24,36,"successful"
"24019",2078514633,2023,30,"CA","Art",700,878,36,62,"successful"
"24025",590742798,2024,30,"NY","Art",680,122,7,27,"failed    "
"24027",592481197,2021,30,"NY","Art",675,763,21,67,"successful"
"24029",1677260741,2022,11,"CA","Art",675,775,3,46,"successful"
"24030",42262030,2024,29,"CA","Art",675,71,4,59,"failed    "
"24031",576488020,2024,30,"CA","Art",513,263,16,38,"failed    "
"24033",1518175611,2020,28,"CT","Games",670,942,92,77,"successful"
"24034",406846107,2020,40,"PA","Games",666,140,3,67,"failed    "
"24035",1952505407,2021,59,"CA","Film & Video",666,0,0,40,"failed    "
"24036",691812953,2020,16,"NY","Film & Video",666,882,31,58,"successful"
"24038",894343064,2023,30,"NY","Film & Video",666,75,3,34,"failed    "
"24039",1053256579,2022,16,"CA","Comics",666,587,18,44,"failed    "
"24042",781481698,2025,60,"NY","Film & Video",660,3,2,30,"failed    "
"24043",1171871108,2022,59,"NY","Comics",658,343,22,42,"failed    "
"24044",1463188826,2025,30,"CA","Art",655,768,25,63,"successful"
"24046",959547169,2024,25,"CA","Art",650,508,17,69,"failed    "
"24049",928038995,2025,47,"NY","Art",650,879,19,56,"successful"
"24051",227026147,2023,22,"CA","Art",650,883,29,55,"successful"
"24052",1840008301,2021,7,"CT","Dance",650,850,15,32,"successful"
"24053",861980064,2022,14,"NY","Comics",650,896,60,53,"successful"
"24054",703018403,2021,30,"NY","Games",650,307,9,62,"failed    "
"24056",2078595371,2023,60,"NY","Art",650,745,29,47,"successful"
"24057",815296919,2025,30,"TX","Comics",650,855,36,62,"successful"
"24058",1793449589,2024,20,"CA","Art",489,234,16,51,"failed    "
"24059",911642028,2020,30,"CA","Comics",650,109,5,33,"failed    "
"24063",143852099,2024,30,"CA","Art",650,118,9,45,"canceled  "
"24064",750882393,2023,19,"NY","Comics",650,953,48,67,"successful"
"24066",1955093322,2022,30,"PA","Art",650,836,28,32,"successful"
"24067",1609022034,2022,30,"TX","Art",650,46,3,45,"failed    "
"24070",1982227092,2020,48,"NY","Games",650,0,0,67,"failed    "
"24071",409895408,2020,5,"CA","Film & Video",650,750,40,64,"successful"
"24072",527463790,2025,24,"CA","Art",650,58,4,38,"failed    "
"24074",760027706,2021,21,"NY","Art",650,650,5,37,"successful"
"24077",875837203,2025,30,"CA","Art",650,233,8,45,"failed    "
"24078",1458391920,2023,30,"CA","Comics",650,310,12,55,"failed    "
"24079",509085252,2023,29,"NY","Film & Video",650,715,19,62,"successful"
"24081",886238509,2020,12,"CA","Film & Video",650,862,12,51,"successful"
"24082",1530864869,2024,60,"CA","Art",650,2,2,38,"failed    "
"24083",1236476895,2020,4,"NY","Art",650,650,9,21,"successful"
"24084",2085740345,2022,30,"TX","Art",650,0,0,55,"failed    "
"24085",2143202082,2023,30,"CA","Art",650,36,3,53,"failed    "
"24086",162817925,2023,30,"NY","Art",650,650,17,40,"successful"
"24088",1048624743,2020,30,"NY","Film & Video",650,0,0,56,"failed    "
"24090",179608064,2024,30,"CA","Art",496,943,53,61,"successful"
"24091",844263716,2020,30,"CA","Art",650,0,0,49,"failed    "
"24092",1535660317,2025,30,"CA","Art",650,825,8,46,"successful"
"24094",601518752,2020,15,"NY","Film & Video",650,0,0,44,"canceled  "
"24095",1035990513,2023,30,"PA","Comics",650,150,10,74,"failed    "
"24096",1954329830,2022,30,"TX","Art",650,226,3,54,"failed    "
"24102",640225157,2024,15,"CA","Art",650,700,36,55,"successful"
"24103",138622871,2024,33,"CT","Film & Video",650,651,9,61,"successful"
"24105",104146088,2022,30,"CA","Art",645,0,0,40,"failed    "
"24107",408180800,2023,26,"PA","Art",642,914,30,65,"successful"
"24108",1681372384,2022,30,"CA","Art",640,71,4,35,"failed    "
"24109",1043320438,2024,14,"CA","Film & Video",640,1,1,33,"failed    "
"24110",183613793,2023,31,"CA","Art",635,652,15,64,"successful"
"24111",230180755,2020,30,"NY","Art",630,15,2,34,"failed    "
"24112",1358657580,2024,60,"TX","Art",630,305,17,34,"failed    "
"24114",962788421,2024,30,"CT","Art",625,144,8,40,"failed    "
"24115",1350848795,2025,30,"NY","Art",625,670,13,82,"successful"
"24117",261856100,2024,10,"NY","Comics",625,973,47,50,"successful"
"24119",1707784805,2023,60,"TX","Art",620,927,22,40,"successful"
"24120",408820879,2024,40,"PA","Comics",610,90,11,42,"canceled  "
"24121",656027161,2022,30,"NY","Comics",604,685,36,46,"successful"
"24122",1309709173,2022,30,"CA","Film & Video",600,0,0,66,"failed    "
"24123",546178773,2025,60,"CA","Comics",600,171,10,30,"failed    "
"24126",1772154722,2020,30,"CA","Art",600,321,12,59,"failed    "
"24128",837760065,2021,30,"NY","Film & Video",434,521,17,61,"successful"
"24130",1584039491,2020,20,"CA","Film & Video",600,50,2,35,"canceled  "
"24133",2020653235,2022,28,"NY","Games",600,0,0,44,"canceled  "
"24135",1326654452,2022,14,"NY","Games",600,800,33,60,"successful"
"24137",296099247,2020,60,"NY","Film & Video",600,800,14,51,"successful"
"24138",525932561,2022,30,"NY","Art",600,949,36,67,"successful"
"24141",1396069456,2020,30,"NY","Games",600,752,23,32,"successful"
"24142",1575730572,2020,20,"NY","Film & Video",600,725,29,59,"successful"
"24143",1652256156,2021,41,"NY","Comics",600,0,0,30,"failed    "
"24145",1638702271,2023,30,"CA","Art",600,310,19,42,"failed    "
"24146",1439978879,2020,30,"CA","Art",600,0,0,39,"failed    "
"24147",63956314,2021,23,"TX","Film & Video",600,650,9,34,"successful"
"24148",1035805287,2022,30,"NY","Art",600,96,3,47,"failed    "
"24150",1590634471,2024,28,"CA","Art",600,653,20,53,"successful"
"24151",383660582,2022,28,"NY","Film & Video",600,855,14,57,"successful"
"24152",1488844652,2020,30,"PA","Film & Video",600,0,0,66,"failed    "
"24153",64853490,2024,30,"TX","Art",600,366,9,56,"failed    "
"24155",1510686437,2025,30,"TX","Comics",600,149,8,36,"canceled  "
"24157",2033751315,2023,21,"TX","Art",600,44,3,48,"failed    "
"24159",1251249596,2023,30,"NY","Art",600,63,6,65,"failed    "
"24161",308095755,2020,60,"NY","Art",600,40,1,69,"failed    "
"24162",402460808,2020,14,"PA","Games",600,0,0,24,"canceled  "
"24163",1310190966,2022,4,"CA","Film & Video",600,8,2,44,"failed    "
"24165",1635360166,2025,24,"CA","Art",600,329,19,30,"failed    "
"24166",485217050,2022,14,"CT","Film & Video",600,926,16,46,"successful"
"24167",1380264201,2020,30,"TX","Art",600,0,0,47,"failed    "
"24168",437088407,2020,29,"NY","Film & Video",600,295,9,65,"failed    "
"24169",1362405789,2020,33,"CA","Film & Video",600,50,1,54,"canceled  "
"24170",616786623,2022,17,"CA","Art",600,312,22,41,"failed    "
"24172",1333878388,2020,30,"NY","Film & Video",600,0,0,57,"failed    "
"24173",529094476,2020,30,"NY","Film & Video",600,0,0,29,"failed    "
"24175",883936280,2022,60,"NY","Film & Video",600,0,0,60,"failed    "
"24178",1038004733,2020,30,"NY","Games",600,0,0,47,"canceled  "
"24180",203653206,2020,7,"CA","Film & Video",600,1,1,42,"failed    "
"24181",855911471,2020,20,"CA","Art",600,676,16,60,"successful"
"24183",1718049462,2023,30,"CA","Art",600,245,9,38,"failed    "
"24186",516911962,2024,30,"CA","Art",600,409,13,53,"suspended "
"24187",1287377194,2025,29,"NY","Art",600,613,18,72,"successful"
"24191",2079129159,2022,30,"PA","Art",600,320,2,53,"failed    "
"24193",724765848,2020,60,"TX","Art",600,111,3,46,"failed    "
"24194",1086649441,2020,14,"PA","Art",600,310,10,42,"canceled  "
"24195",244535129,2024,14,"CA","Art",600,110,5,38,"failed    "
"24196",539292175,2023,30,"TX","Art",600,803,37,55,"successful"
"24199",1752164536,2024,30,"PA","Art",600,554,28,44,"failed    "
"24200",1778378823,2024,30,"CA","Art",447,54,6,37,"failed    "
"24201",1279630717,2024,20,"CA","Art",600,208,8,62,"failed    "
"24202",2067156615,2022,48,"PA","Comics",600,909,24,49,"successful"
"24203",2001857485,2020,30,"PA","Games",600,0,0,53,"failed    "
"24204",1532119486,2020,30,"CA","Art",600,635,9,37,"successful"
"24206",606635744,2020,59,"PA","Art",600,0,0,48,"failed    "
"24207",394360029,2020,60,"TX","Art",600,100,1,34,"failed    "
"24209",2095367995,2020,30,"NY","Art",600,671,13,64,"successful"
"24210",1133595672,2021,38,"NY","Art",600,250,4,42,"failed    "
"24211",1748708570,2025,30,"TX","Art",600,181,6,37,"failed    "
"24212",1226638902,2020,56,"NY","Film & Video",600,70,3,58,"failed    "
"24213",944780530,2025,30,"PA","Games",600,153,8,45,"failed    "
"24216",1435561061,2020,30,"TX","Film & Video",600,0,0,32,"failed    "
"24217",156507567,2021,30,"NY","Film & Video",600,135,5,55,"failed    "
"24218",669837525,2023,30,"NY","Art",600,600,15,79,"successful"
"24219",1510946518,2021,25,"TX","Dance",600,600,7,63,"successful"
"24221",714738411,2024,31,"CA","Art",600,1,1,57,"failed    "
"24222",1506091335,2023,30,"CA","Art",600,120,7,46,"failed    "
"24223",176524161,2022,30,"CA","Art",600,642,30,64,"successful"
"24225",1572067694,2022,27,"TX","Film & Video",600,12,3,38,"failed    "
"24226",2018344193,2022,30,"NY","Art",600,0,0,67,"suspended "
"24228",2120628995,2024,30,"NY","Art",600,252,13,52,"canceled  "
"24229",92190574,2021,60,"PA","Games",600,190,8,57,"failed    "
"24230",1788872169,2020,45,"NY","Art",600,612,15,43,"successful"
"24231",684098951,2024,30,"PA","Art",600,151,9,52,"failed    "
"24233",234700540,2024,14,"TX","Art",600,627,23,46,"successful"
"24235",866987093,2023,30,"CA","Art",600,190,13,40,"failed    "
"24236",2136629906,2021,20,"CA","Comics",600,919,57,40,"successful"
"24237",1667821671,2024,30,"NY","Film & Video",600,736,19,54,"successful"
"24238",1415593797,2020,30,"CA","Film & Video",600,0,0,43,"failed    "
"24239",1124586448,2022,30,"CA","Art",600,15,1,60,"failed    "
"24240",530847466,2025,30,"CA","Art",600,820,30,56,"successful"
"24241",2009514707,2022,32,"CA","Art",600,662,24,59,"successful"
"24242",1776578070,2020,60,"NY","Film & Video",600,40,2,45,"failed    "
"24243",1122210987,2025,30,"CA","Art",600,492,22,59,"failed    "
"24244",1351787182,2024,20,"CA","Art",600,446,17,43,"failed    "
"24245",1767015160,2024,30,"TX","Art",600,210,7,58,"failed    "
"24248",1726810568,2023,60,"TX","Art",600,81,6,44,"canceled  "
"24249",85026284,2020,44,"PA","Art",600,923,26,40,"successful"
"24250",900859349,2024,30,"CA","Film & Video",600,1,1,51,"canceled  "
"24252",1132423716,2022,15,"TX","Film & Video",600,670,20,52,"successful"
"24253",1522559532,2024,50,"CA","Art",600,160,8,45,"failed    "
"24254",129564537,2022,30,"NY","Art",600,699,15,50,"successful"
"24255",1569539864,2021,30,"TX","Games",600,636,32,57,"successful"
"24257",184686648,2024,30,"TX","Comics",600,806,10,56,"successful"
"24258",560065588,2022,30,"NY","Comics",600,850,47,53,"successful"
"24260",988221970,2025,29,"NY","Art",600,649,18,63,"successful"
"24262",367623225,2022,38,"PA","Comics",600,737,20,54,"successful"
"24264",1921374124,2021,30,"CA","Art",600,37,3,81,"failed    "
"24265",1446227403,2022,30,"TX","Art",600,0,0,74,"failed    "
"24266",323779115,2025,14,"NY","Games",600,751,25,79,"successful"
"24268",1452960790,2024,52,"TX","Games",600,603,4,83,"successful"
"24269",1623210329,2020,25,"NY","Comics",600,610,21,62,"successful"
"24270",1738134111,2020,41,"TX","Art",600,25,1,41,"failed    "
"24271",1691916250,2022,25,"CA","Film & Video",600,650,8,58,"successful"
"24272",302721034,2024,30,"CA","Art",600,31,2,60,"canceled  "
"24274",209754753,2024,37,"CA","Art",455,18,2,57,"canceled  "
"24275",1462459166,2024,30,"CA","Film & Video",600,976,14,57,"successful"
"24277",654266588,2023,20,"CA","Comics",600,446,16,40,"failed    "
"24278",226494223,2024,50,"CA","Art",600,2,2,68,"failed    "
"24279",659926569,2020,30,"CA","Art",600,43,3,80,"failed    "
"24280",1020813154,2025,60,"TX","Art",600,602,10,49,"successful"
"24281",742338499,2025,13,"TX","Games",600,881,36,90,"successful"
"24282",2057258287,2024,21,"NY","Art",600,637,87,58,"successful"
"24285",1872582423,2025,30,"CA","Games",600,17,5,43,"failed    "
"24286",468577493,2022,10,"CA","Art",600,186,6,33,"failed    "
"24287",282962171,2023,20,"CA","Art",600,705,16,67,"successful"
"24288",331394249,2024,30,"CA","Art",600,1,1,55,"canceled  "
"24289",264186828,2023,30,"CA","Film & Video",600,76,2,42,"canceled  "
"24293",1337219179,2020,30,"TX","Art",600,11,2,38,"failed    "
"24294",348853859,2020,30,"CA","Film & Video",600,632,8,59,"successful"
"24295",1582872187,2023,16,"NY","Comics",600,814,55,92,"successful"
"24297",1758637934,2024,60,"NY","Art",600,680,13,72,"successful"
"24298",1374170592,2020,10,"CA","Art",600,640,14,53,"successful"
"24299",920014507,2020,25,"PA","Games",600,36,3,54,"failed    "
"24300",700877867,2020,7,"TX","Art",600,675,13,57,"successful"
"24301",350909299,2022,30,"TX","Art",600,15,1,74,"failed    "
"24302",2046794445,2023,15,"NY","Art",600,634,34,24,"successful"
"24304",119110456,2023,31,"TX","Comics",600,721,23,30,"successful"
"24305",1174874910,2020,30,"PA","Comics",600,618,33,44,"successful"
"24306",140563896,2023,60,"CA","Art",600,926,26,42,"successful"
"24307",1249422614,2020,60,"NY","Art",600,0,0,29,"failed    "
"24309",1373504958,2025,60,"TX","Film & Video",600,71,4,47,"failed    "
"24311",1127347452,2023,25,"NY","Games",600,78,3,45,"failed    "
"24312",1340290689,2020,30,"CA","Art",600,633,15,67,"successful"
"24313",741461288,2020,30,"TX","Film & Video",600,600,8,42,"successful"
"24314",1736330657,2020,30,"NY","Film & Video",600,980,19,87,"successful"
"24315",1013562540,2023,30,"CT","Games",600,20,2,59,"failed    "
"24317",1609249220,2022,30,"TX","Comics",600,44,1,37,"canceled  "
"24319",492047607,2021,30,"CA","Film & Video",600,5,1,56,"failed    "
"24322",1084690076,2022,30,"CA","Comics",600,875,43,52,"successful"
"24323",1101397661,2021,27,"CA","Art",600,910,15,49,"successful"
"24324",2085214795,2020,30,"CA","Art",600,258,5,49,"failed    "
"24325",544587873,2022,14,"CA","Film & Video",600,687,17,51,"successful"
"24326",269602932,2023,17,"CA","Film & Video",600,246,9,44,"failed    "
"24328",1638890738,2022,30,"CA","Comics",600,91,4,44,"failed    "
"24329",1211487485,2021,30,"CA","Art",600,0,0,41,"failed    "
"24330",205887684,2022,21,"CA","Film & Video",600,625,7,47,"successful"
"24331",1880659822,2020,45,"NY","Film & Video",600,120,2,25,"failed    "
"24334",102756051,2024,30,"CA","Art",600,461,15,33,"failed    "
"24335",2097954907,2022,30,"TX","Art",600,48,3,66,"canceled  "
"24336",2130579750,2024,14,"CA","Film & Video",600,901,18,48,"successful"
"24338",1704990904,2020,21,"CA","Film & Video",600,651,21,72,"successful"
"24339",1719284839,2024,30,"CA","Art",459,142,10,61,"failed    "
"24340",1199560107,2021,30,"TX","Art",600,656,14,54,"successful"
"24341",357242518,2025,40,"CA","Art",600,229,7,59,"failed    "
"24342",1481808975,2021,33,"CA","Film & Video",600,700,20,55,"successful"
"24343",600431863,2025,20,"NY","Comics",600,913,39,56,"successful"
"24344",205304693,2025,19,"CA","Art",600,3,3,31,"failed    "
"24345",1404682840,2022,30,"CA","Comics",600,70,3,39,"failed    "
"24346",139590472,2023,30,"CA","Games",600,186,6,53,"failed    "
"24347",1093894251,2023,14,"PA","Art",600,234,14,47,"failed    "
"24349",2075714248,2023,30,"CA","Film & Video",600,750,13,55,"successful"
"24350",1966480361,2020,30,"PA","Film & Video",600,0,0,37,"failed    "
"24353",2145110342,2022,11,"NY","Film & Video",600,825,8,79,"successful"
"24354",1119006748,2020,40,"PA","Games",600,600,11,35,"successful"
"24355",1158160660,2025,21,"CA","Art",600,486,21,80,"failed    "
"24356",1943249409,2021,28,"CA","Art",600,670,12,70,"successful"
"24357",646175545,2023,30,"NY","Art",600,608,19,84,"successful"
"24358",2050409037,2023,44,"CA","Film & Video",600,600,8,32,"successful"
"24359",1170979796,2024,30,"NY","Comics",600,992,34,50,"successful"
"24365",15720327,2025,60,"TX","Film & Video",600,111,3,46,"failed    "
"24366",982025279,2022,40,"TX","Art",600,447,18,65,"failed    "
"24368",153464245,2022,30,"CA","Comics",600,852,45,40,"successful"
"24369",1980399092,2020,30,"CA","Art",600,245,9,36,"failed    "
"24370",796422484,2024,35,"CA","Games",600,67,4,18,"canceled  "
"24371",711045444,2025,20,"TX","Art",600,131,4,45,"failed    "
"24372",1161702853,2021,30,"CA","Film & Video",600,600,9,51,"successful"
"24373",48073653,2024,18,"TX","Art",600,282,12,60,"failed    "
"24374",682004324,2022,29,"CA","Games",600,0,0,29,"canceled  "
"24375",435578773,2025,60,"CA","Art",600,807,17,60,"successful"
"24376",1006675756,2020,30,"CA","Art",600,910,14,42,"successful"
"24377",1708039225,2025,60,"CA","Comics",600,605,17,55,"successful"
"24378",2022962684,2024,30,"NY","Comics",600,742,13,65,"successful"
"24380",980771298,2024,20,"TX","Art",600,622,21,61,"successful"
"24387",1777610788,2020,13,"CA","Film & Video",588,700,3,50,"successful"
"24388",804801123,2025,30,"CT","Art",584,171,10,61,"failed    "
"24389",1667696304,2022,25,"NY","Art",580,630,23,62,"successful"
"24390",134332923,2023,15,"CT","Games",579,872,23,46,"successful"
"24391",1694732238,2024,56,"CA","Art",575,63,4,31,"failed    "
"24392",1058205518,2022,30,"NY","Art",575,57,2,64,"failed    "
"24393",786041648,2020,14,"NY","Art",575,55,4,49,"failed    "
"24394",648632671,2022,15,"CA","Games",575,2,1,48,"failed    "
"24396",618854593,2020,30,"NY","Dance",575,115,2,54,"failed    "
"24397",1276706054,2024,19,"NY","Dance",575,630,19,71,"successful"
"24398",790081242,2023,30,"NY","Art",575,739,28,66,"successful"
"24400",719019636,2020,30,"CA","Games",570,625,24,51,"successful"
"24401",613384738,2025,25,"CA","Art",570,134,6,54,"failed    "
"24402",321351901,2022,14,"CT","Art",570,355,17,60,"failed    "
"24403",149520132,2023,29,"CA","Art",565,632,14,54,"successful"
"24404",411570293,2020,7,"CA","Film & Video",565,10,1,58,"failed    "
"24405",1790813751,2025,30,"CA","Art",564,150,6,47,"canceled  "
"24407",702083455,2021,30,"PA","Games",560,878,56,61,"successful"
"24408",1596378647,2023,15,"NY","Film & Video",560,1,1,45,"canceled  "
"24409",1104788575,2024,34,"PA","Art",555,153,10,39,"failed    "
"24410",723644165,2020,4,"CA","Art",555,232,11,38,"failed    "
"24411",606370581,2021,6,"CA","Games",555,631,28,43,"successful"
"24413",4964952,2022,11,"CA","Art",555,0,0,22,"canceled  "
"24414",1423965509,2023,31,"CA","Games",550,688,59,45,"successful"
"24415",312642575,2020,30,"CA","Art",550,172,3,37,"failed    "
"24416",115279261,2023,30,"CA","Art",550,7,2,52,"failed    "
"24417",1600881677,2020,30,"CA","Film & Video",550,0,0,54,"failed    "
"24418",1525215389,2025,44,"CT","Art",550,430,23,13,"failed    "
"24420",46170114,2020,7,"CA","Film & Video",550,1,1,31,"failed    "
"24421",1073606669,2023,30,"TX","Games",550,18,4,28,"canceled  "
"24422",1665682917,2025,54,"NY","Film & Video",550,570,21,59,"successful"
"24423",686905761,2025,30,"CA","Art",550,783,27,27,"successful"
"24424",293396057,2021,30,"NY","Film & Video",550,25,1,32,"canceled  "
"24426",263325844,2023,27,"NY","Film & Video",550,890,28,35,"successful"
"24428",1973259010,2024,25,"PA","Art",550,172,11,33,"failed    "
"24429",1210543399,2023,59,"CA","Comics",550,20,1,53,"failed    "
"24430",310120347,2023,21,"TX","Art",550,207,14,66,"failed    "
"24431",1995835861,2020,45,"CA","Film & Video",550,0,0,53,"failed    "
"24432",705423654,2020,30,"TX","Art",550,0,0,36,"failed    "
"24433",1441018749,2020,30,"PA","Film & Video",550,160,6,43,"failed    "
"24434",910363753,2024,30,"PA","Art",550,951,35,48,"successful"
"24435",962595119,2020,30,"CA","Art",550,0,0,36,"failed    "
"24436",876094627,2020,30,"PA","Art",550,10,1,35,"failed    "
"24439",1619902863,2024,31,"TX","Art",550,581,17,63,"successful"
"24442",67582191,2022,32,"CA","Art",550,875,58,44,"successful"
"24443",570550429,2025,30,"CA","Art",550,91,4,55,"failed    "
"24444",1183449806,2025,15,"CA","Art",407,175,12,25,"failed    "
"24446",549477239,2024,22,"CT","Art",550,64,7,50,"failed    "
"24447",2122964774,2025,31,"CA","Art",550,284,13,34,"canceled  "
"24448",173452545,2020,20,"CA","Art",550,0,0,20,"canceled  "
"24449",1265536798,2020,30,"CA","Comics",550,687,26,37,"successful"
"24450",1666664714,2023,30,"TX","Art",550,738,22,64,"successful"
"24452",480707606,2020,30,"CA","Film & Video",550,125,1,35,"failed    "
"24453",1891290694,2021,8,"CT","Art",550,0,0,52,"failed    "
"24454",5735958,2024,50,"CA","Art",550,333,16,64,"failed    "
"24455",66968815,2020,41,"CA","Art",550,9,1,37,"canceled  "
"24456",1736484618,2022,15,"TX","Art",550,0,0,51,"failed    "
"24457",1902133639,2020,30,"TX","Art",550,659,24,32,"successful"
"24458",43589467,2025,30,"CA","Film & Video",550,212,10,49,"failed    "
"24461",1135024346,2020,60,"CA","Film & Video",550,0,0,42,"failed    "
"24465",1845186870,2020,30,"CA","Film & Video",550,925,18,63,"successful"
"24466",1347947932,2023,27,"CA","Film & Video",550,586,14,48,"successful"
"24467",1166839170,2024,30,"CA","Art",550,515,21,64,"canceled  "
"24470",1704322425,2025,30,"CA","Art",550,583,21,68,"successful"
"24471",567294243,2020,30,"CA","Film & Video",540,123,5,27,"failed    "
"24472",903213739,2024,60,"TX","Art",540,167,8,76,"failed    "
"24474",1377371908,2022,30,"CA","Film & Video",530,566,19,55,"successful"
"24476",1943522315,2020,46,"NY","Dance",528,558,9,58,"successful"
